title,arm,band,fits,app_id,year,base_type,familiarity,twist_present,max_novelty,twist_types,co_op,price,team_size,solo,is_sequel,is_licensed_IP,is_original,research_confidence,outcome_leaked,orig_fits,copies_m
Lies of P,hit,hit,true,1627720,2023,established_videogame_genre_or_mode,4,true,3,narrative_reframe | mechanical_swap | mechanical_swap | narrative_reframe,false,59.99,,false,false,false,true,4,true,true,4
Factorio,hit,hit,false,427520,2020,established_videogame_genre_or_mode,2,true,4,genre_fusion | mechanical_swap | co_op_social_layer | price_or_scope_disruption,true,30,20,false,false,false,true,4,true,true,6.2
The Planet Crafter,hit,hit,true,1284190,2024,established_videogame_genre_or_mode,4,true,4,mechanical_swap | procedural_roguelike_layer | co_op_social_layer,true,19.99,7,false,false,false,true,4,true,true,2
Persona 3 Reload,hit,hit,true,2161700,2024,established_videogame_genre_or_mode,3,true,4,genre_fusion | mechanical_swap | aesthetic_reframe,false,69.99,100,false,true,false,false,4,true,true,3
Resident Evil Requiem,hit,hit,true,3764200,2026,established_videogame_genre_or_mode,4,true,4,mechanical_swap | narrative_reframe | genre_fusion,false,69.99,,false,true,false,false,4,true,false,6.5
Loop Hero,hit,hit,true,1282730,2021,established_videogame_genre_or_mode,3,true,5,genre_fusion | mechanical_swap | aesthetic_reframe,false,14.99,5,false,false,false,true,4,false,true,2
"Warhammer 40,000: Space Marine 2",hit,hit,true,2183900,2024,licensed_or_franchise_IP,4,true,3,co_op_social_layer | genre_fusion | price_or_scope_disruption,true,59.99,150,false,true,true,false,4,true,false,7
The Elder Scrolls IV: Oblivion Remastered,hit,hit,true,2623190,2025,established_videogame_genre_or_mode,4,true,3,aesthetic_reframe | mechanical_swap | price_or_scope_disruption,false,49.99,150,false,false,false,false,4,false,false,5
Grim Dawn,hit,hit,true,219990,2016,established_videogame_genre_or_mode,4,true,3,mechanical_swap | procedural_roguelike_layer | aesthetic_reframe,true,24.99,15,false,false,false,true,4,false,true,7.5
Astroneer,hit,hit,true,361420,2019,established_videogame_genre_or_mode,4,true,4,mechanical_swap | accessibility_simplification | genre_fusion | co_op_social_layer,true,29.99,25,false,false,false,true,4,false,true,7.5
Metaphor: ReFantazio,hit,hit,true,2679460,2024,established_videogame_genre_or_mode,4,true,3,aesthetic_reframe | mechanical_swap | narrative_reframe,false,69.99,150,false,false,false,true,4,false,false,2
EA Sports FC 24,hit,hit,false,,2023,real_world_game,5,true,2,aesthetic_reframe | mechanical_swap | narrative_reframe,true,69.99,500,false,true,true,false,5,false,false,10
Resident Evil 4 (Remake),hit,hit,true,2050650,2023,licensed_or_franchise_IP,5,true,3,mechanical_swap | mechanical_swap | aesthetic_reframe,false,59.99,150,false,false,true,false,4,false,false,10
Kingdom Come: Deliverance II,hit,hit,true,1771300,2025,established_videogame_genre_or_mode,4,true,3,aesthetic_reframe | mechanical_swap | accessibility_simplification | narrative_reframe,false,59.99,,false,true,false,false,4,false,false,6
"Ranch Simulator: Build, Hunt, Farm",hit,hit,true,1119730,2023,established_videogame_genre_or_mode,3,true,3,genre_fusion | co_op_social_layer,true,29.99,,false,false,false,true,3,true,true,1.4
Hades,hit,hit,true,1145360,2020,established_videogame_genre_or_mode,3,true,5,narrative_reframe | accessibility_simplification | aesthetic_reframe | price_or_scope_disruption,false,24.99,17,false,false,false,true,5,false,true,9.3
PowerWash Simulator,hit,hit,true,1290000,2022,real_world_game,5,true,4,mechanical_swap | co_op_social_layer | aesthetic_reframe,true,24.99,15,false,false,false,true,4,false,true,8
inZOI,hit,hit,true,2456740,2025,established_videogame_genre_or_mode,4,true,4,aesthetic_reframe | mechanical_swap | procedural_roguelike_layer | physics_jank_emergence,false,39.99,,false,false,false,true,4,true,true,1.2
Crimson Desert,hit,hit,true,3321460,2026,established_videogame_genre_or_mode,4,true,3,genre_fusion | mechanical_swap | mechanical_swap,false,69.99,300,false,false,false,true,4,true,false,6
Lords of the Fallen (2023),hit,hit,true,1501750,2023,established_videogame_genre_or_mode,3,true,3,mechanical_swap | co_op_social_layer | mechanical_swap,true,59.99,,false,true,false,false,4,false,true,2.3
Last Epoch,hit,hit,true,899770,2024,established_videogame_genre_or_mode,4,true,4,mechanical_swap | accessibility_simplification | narrative_reframe | price_or_scope_disruption,true,34.99,80,false,false,false,true,4,false,true,3.5
Diablo II: Resurrected,hit,hit,true,2418260,2021,established_videogame_genre_or_mode,5,true,3,aesthetic_reframe | accessibility_simplification,true,39.99,150,false,true,false,false,4,false,false,5
Chivalry 2,hit,hit,true,1824220,2021,established_videogame_genre_or_mode,3,true,3,mechanical_swap | aesthetic_reframe | mechanical_swap | accessibility_simplification,true,39.99,,false,true,false,false,4,false,false,3.5
HITMAN 3 (later rebranded HITMAN World of Assassination),hit,hit,true,1659040,2021,established_videogame_genre_or_mode,3,true,4,aesthetic_reframe | procedural_roguelike_layer | price_or_scope_disruption | input_embodiment,false,59.99,200,false,true,false,false,4,true,true,25
Dying Light 2 Stay Human,hit,hit,true,534380,2022,established_videogame_genre_or_mode,3,true,3,genre_fusion | narrative_reframe | mechanical_swap | co_op_social_layer,true,59.99,400,false,true,false,false,4,false,false,10
Stray,hit,hit,true,1332010,2022,established_videogame_genre_or_mode,3,true,5,input_embodiment | aesthetic_reframe | co_op_social_layer,false,29.99,15,false,false,false,true,4,false,false,6
Space Engineers,hit,hit,true,244850,2019,established_videogame_genre_or_mode,4,true,4,mechanical_swap | genre_fusion | co_op_social_layer,true,19.99,,false,false,false,true,4,false,true,4.5
TCG Card Shop Simulator,hit,hit,true,3070070,2024,real_world_game,5,true,3,genre_fusion | mechanical_swap | aesthetic_reframe,false,12.99,1,true,false,false,true,4,true,true,2.7
DRAGON BALL: Sparking! ZERO,hit,hit,true,1790600,2024,established_videogame_genre_or_mode,3,true,3,price_or_scope_disruption | narrative_reframe | physics_jank_emergence,false,69.99,,false,true,true,false,4,true,false,6.5
Tale of Immortal (鬼谷八荒),hit,hit,true,1468810,2021,established_videogame_genre_or_mode,3,true,4,genre_fusion | procedural_roguelike_layer | co_op_social_layer | aesthetic_reframe,false,19.99,15,false,false,false,true,3,true,true,5
Gray Zone Warfare,hit,hit,true,2479810,2024,established_videogame_genre_or_mode,3,true,3,genre_fusion | co_op_social_layer | aesthetic_reframe,true,34.99,,false,false,false,true,4,false,true,1.5
RV There Yet?,hit,hit,true,3949040,2025,established_videogame_genre_or_mode,3,true,4,genre_fusion | mechanical_swap | co_op_social_layer | price_or_scope_disruption,true,7.99,10,false,false,false,true,4,true,true,4.5
Inscryption,hit,hit,true,1092790,2021,established_videogame_genre_or_mode,3,true,5,genre_fusion | aesthetic_reframe | input_embodiment,false,19.99,5,true,false,false,true,4,false,true,2.5
Teardown,hit,hit,true,1167630,2022,established_videogame_genre_or_mode,4,true,5,genre_fusion | mechanical_swap | accessibility_simplification,false,19.99,9,false,false,false,true,4,true,false,3.5
Subnautica 2,hit,hit,true,1962700,2026,established_videogame_genre_or_mode,4,true,4,co_op_social_layer | aesthetic_reframe | price_or_scope_disruption,true,29.99,,false,true,false,false,4,false,false,4.1
Wo Long: Fallen Dynasty,hit,hit,true,1448440,2023,established_videogame_genre_or_mode,3,true,3,mechanical_swap | aesthetic_reframe | co_op_social_layer | procedural_roguelike_layer,true,59.99,,false,false,false,true,4,false,false,1.8
PAYDAY 3,hit,hit,false,1272080,2023,established_videogame_genre_or_mode,3,true,2,mechanical_swap | aesthetic_reframe,true,39.99,100,false,true,false,false,4,true,false,2.2
Dragon's Dogma 2,hit,hit,true,2054970,2024,established_videogame_genre_or_mode,3,true,5,co_op_social_layer | physics_jank_emergence | accessibility_simplification,false,69.99,200,false,true,false,false,4,false,false,4
S.T.A.L.K.E.R. 2: Heart of Chornobyl,hit,hit,true,1643320,2024,established_videogame_genre_or_mode,3,true,3,mechanical_swap | aesthetic_reframe | physics_jank_emergence,false,59.99,,false,true,false,false,3,false,false,3
Farming Simulator 25,hit,hit,false,2300320,2024,established_videogame_genre_or_mode,4,true,2,aesthetic_reframe | mechanical_swap,true,49.99,,false,true,false,false,4,false,false,4.5
Liar's Bar,hit,hit,true,,2024,real_world_game,5,true,4,mechanical_swap | genre_fusion | price_or_scope_disruption,false,5.94,,false,false,false,true,3,true,true,3
Chained Together,hit,hit,true,2567870,2024,established_videogame_genre_or_mode,3,true,4,co_op_social_layer | physics_jank_emergence | price_or_scope_disruption,true,4.99,4,false,false,false,true,4,true,true,4
R.E.P.O.,hit,hit,true,3241660,2025,established_videogame_genre_or_mode,3,true,4,mechanical_swap | co_op_social_layer | aesthetic_reframe | procedural_roguelike_layer,true,9.99,2,false,false,false,true,4,true,true,11
Schedule I,hit,hit,true,3164500,2025,established_videogame_genre_or_mode,4,true,4,aesthetic_reframe | co_op_social_layer | genre_fusion,true,19.99,1,true,false,false,true,4,true,true,8
Hollow Knight: Silksong,hit,hit,false,1030300,2025,established_videogame_genre_or_mode,3,true,2,mechanical_swap | aesthetic_reframe | mechanical_swap,false,19.99,3,false,true,false,false,3,false,false,7
